repo,star,fork,path,num_boudary,num_process,num_datastore,num_dataflow,num_external_entity,num_threat,step1_time,step2_time,step3_time,step4_time,total_time,total_line_of_code
github.com/Yoyo-Kikuchi/aws-app-mesh-example,1,1,aws-app-mesh-example/modules/ecr/,1,0,0,0,1,0,33.1091451,2.611100435,0.051442146,8.592101574,44.36378926,56
github.com/tadinve/rsa_on_aws,1,0,rsa_on_aws/src/infrastucture_install_files/terraform_files/,1,16,5,11,1,320,25.30955482,3.592528105,0.264579058,7.398647547,36.56530952,955
github.com/vishalbhogate/terraform-aws-msk-default,1,0,terraform-aws-msk-default/,1,6,1,1,1,72,21.11877823,3.53265357,0.118016005,5.761033535,30.53048134,654
github.com/tokazaki42/terraform-examples,1,1,terraform-examples/,1,1,0,0,1,0,31.82666945,2.503436565,0.046946049,5.482061863,39.85911393,1551
github.com/sano307/terraform-app-runner-demo,1,0,terraform-app-runner-demo/,1,3,1,2,1,40,35.6188798,3.627293348,0.065378428,6.665208578,45.97676015,89
github.com/GaryTapia/aws-security-setup,1,0,aws-security-setup/,1,9,2,1,1,120,34.85528207,3.048826694,0.172908306,6.488171101,44.56518817,166
github.com/HemantTomar/pipe0,1,0,pipe0/,1,4,0,0,1,24,35.0106616,2.939268112,0.071787834,6.241985083,44.26370263,274
github.com/almirosmanovic/aws-global-accelerator,1,0,aws-global-accelerator/,1,4,0,0,1,48,33.64331007,3.336569071,0.064425468,6.639731169,43.68403578,142
github.com/vn-cdr/multicloud-docker,1,0,multicloud-docker/,3,1,0,0,1,12,31.71963829,3.495634317,0.055672407,6.014040947,41.28498596,1250
github.com/Ph4rell/aws-sftp-s3-api-gateway,1,1,aws-sftp-s3-api-gateway/,1,4,0,0,1,24,34.29315662,2.823323011,0.07059741,6.350721359,43.5377984,663
github.com/longhanhee/ecs-microservices-orchestration,1,0,ecs-microservices-orchestration/,1,4,0,0,1,48,34.74227548,3.323949814,0.06608367,6.378921747,44.51123071,1268
github.com/gh-rbalimidi/samba_lambda_apigateway,1,0,samba_lambda_apigateway/,1,0,0,0,1,0,33.44259739,2.703716755,0.042401314,6.028028488,42.21674395,258
github.com/zerosoftwere/terraform-ecs-msk-ssm-demo,1,0,terraform-ecs-msk-ssm-demo/,1,5,0,4,1,80,34.90336537,2.768418312,0.098995447,6.332497597,44.10327673,1277
github.com/OT-CLOUD-KIT/terraform-aws-secret-manager,1,2,terraform-aws-secret-manager/,8,6,1,5,1,40,39.07244705,5.501699686,0.094218493,6.232279301,50.90064453,101
github.com/JamesWoolfenden/terraform-aws-dax,1,2,terraform-aws-dax/,1,3,0,2,1,24,35.83503461,2.762855768,0.064675808,6.248241186,44.91080737,126
github.com/banslt/dns_resolver_cross_accounts,1,0,dns_resolver_cross_accounts/,1,0,0,0,1,0,35.89640141,2.877565622,0.038426876,6.032022238,44.84441614,281
github.com/7Factor/terraform-aws-ses,1,0,terraform-aws-ses/,1,36,20,37,1,664,38.34567404,4.769539118,0.402882576,7.477425575,50.99552131,162
github.com/adacotech/terraform-aws-api-auth-proxy,1,0,terraform-aws-api-auth-proxy/,2,8,2,4,1,68,33.65505219,3.627496719,0.153793097,6.5430305,43.9793725,617
github.com/JamesWoolfenden/terraform-aws-media-convert-queue,1,0,terraform-aws-media-convert-queue/,3,6,0,0,1,60,37.727916,3.265446186,0.094968557,6.305390358,47.3937211,66
github.com/JamesWoolfenden/terraform-aws-workspaces,1,4,terraform-aws-workspaces/,1,0,0,0,1,0,35.97621179,2.879092455,0.049439192,5.929053068,44.8337965,184
github.com/KazuyaMiyagi/terraform-aws-rocket-chat-notifier,1,3,terraform-aws-rocket-chat-notifier/,1,3,0,2,1,52,11.11312294,2.824981689,0.076942205,6.570444822,20.58549166,256
github.com/uda-cha/minecraft_on_aws_ecs,1,4,minecraft_on_aws_ecs/,1,1,0,0,1,0,37.69626117,2.888902426,0.051284552,6.065569639,46.70201778,441
github.com/dharada1/aws-sso-sample,1,0,aws-sso-sample/,10,12,0,12,1,72,38.58225751,4.186515093,0.133743286,6.489314318,49.39183021,185
github.com/ArpanBalpande/tf_aws_s3_glue_redshift,1,0,tf_aws_s3_glue_redshift/,1,0,0,0,1,0,37.32430673,2.662513256,0.035527945,5.963563204,45.98591113,710
github.com/cbfield/terraform-aws-vpc,1,0,terraform-aws-vpc/,2,3,0,2,1,12,36.05925179,2.776145935,0.064325571,6.099069118,44.99879241,1729
github.com/m-voels/tftest,1,0,tftest/,6,4,0,1,1,24,36.50056171,3.557293415,0.085500479,5.777461052,45.92081666,127
github.com/controlshift/terraform-aws-controlshift-redshift-sync,1,7,terraform-aws-controlshift-redshift-sync/,10,13,0,13,1,84,35.16997194,3.740360022,0.130443811,5.91940856,44.96018434,1342
github.com/DNXLabs/terraform-aws-vpc-peering-inter-region,1,3,terraform-aws-vpc-peering-inter-region/,1,7,2,4,1,124,33.30682039,2.791393995,0.193683624,5.957932234,42.24983025,340
github.com/stephen-harris/terraform-aws-locust,1,0,terraform-aws-locust/,6,4,0,1,1,24,34.84659863,3.391706228,0.090130091,5.625779867,43.95421481,312
github.com/DNXLabs/terraform-aws-audit-member,1,2,terraform-aws-audit-member/,5,8,1,10,1,164,20.61702538,3.521460295,0.151587725,6.207596064,30.49766946,80
github.com/JamesWoolfenden/terraform-aws-dns,1,1,terraform-aws-dns/,1,0,0,0,1,0,31.47800946,2.627017975,0.033407211,5.324128151,39.4625628,153
github.com/mikeapted/tf-shared-alb-rules-waf,1,1,tf-shared-alb-rules-waf/,5,0,0,0,1,0,29.37166739,3.51754117,0.034393311,5.550608397,38.47421026,462
github.com/JamesWoolfenden/terraform-aws-ad,1,1,terraform-aws-ad/,1,26,0,25,1,792,13.06940961,2.93653512,0.416775227,7.09243536,23.51515532,219
github.com/JamesWoolfenden/terraform-aws-guardduty,1,0,terraform-aws-guardduty/,1,1,1,1,1,16,35.61698647,4.877687454,0.130290985,9.4429245,50.06788941,373
github.com/BorisLabs/terraform-aws-transit-gateway,1,9,terraform-aws-transit-gateway/,1,3,0,2,1,40,35.47959124,3.709713221,0.06637454,7.044079781,46.29975878,407
github.com/andrzejsydor/aws,1,1,aws/,1,0,0,0,1,0,32.58562603,3.307288408,0.046364069,6.740092754,42.67937126,140709
github.com/ru-rocker/asg-ec2-codedeploy-efs-terraform,1,1,asg-ec2-codedeploy-efs-terraform/,1,3,0,0,1,24,34.14458275,3.732536554,0.068985462,6.470706701,44.41681147,624
github.com/naoyahieda/terraform_amplify_cicd_example,1,0,terraform_amplify_cicd_example/,1,0,0,0,1,0,38.81520409,5.058070183,0.049779892,9.314925194,53.23797936,136
github.com/JamesWoolfenden/terraform-aws-waf2-regional,1,0,terraform-aws-waf2-regional/,1,0,0,0,1,0,37.96301007,3.779818535,0.04625988,7.62305212,49.41214061,359
github.com/jslopes8/aws_account_setup,1,0,aws_account_setup/,1,2,2,1,1,16,30.99126329,3.070949554,0.073486567,7.087641716,41.22334113,1416
github.com/chandan-singh/terraform-aws-cognito,1,1,terraform-aws-cognito/,1,1,1,1,1,20,31.74929219,3.419242382,0.068386793,8.221988201,43.45890957,382
github.com/GSA/grace-iam,1,2,grace-iam/,1,1,0,0,1,0,37.59794491,3.334950924,0.059411049,7.152020931,48.14432781,572
github.com/liberops/Terraform-AWS-Appstream,1,1,Terraform-AWS-Appstream/,5,0,0,0,1,0,37.41340085,5.633767128,0.043148279,7.561413765,50.65173002,820
github.com/JamesWoolfenden/terraform-aws-cognito,1,0,terraform-aws-cognito/,1,5,1,3,1,104,33.32379007,3.611685038,0.138037682,6.889502048,43.96301484,382
github.com/JamesWoolfenden/terraform-aws-servicecatalog,1,2,terraform-aws-servicecatalog/,2,21,4,12,1,332,36.36500715,5.383351803,0.305982351,8.092724323,50.14706563,198
github.com/my-aws-org/aws-scp,1,0,aws-scp/,1,3,0,4,1,96,37.14664363,4.029151678,0.145856857,8.72593236,50.04758453,79
github.com/lindenlab/example-terraform-localstack,1,1,example-terraform-localstack/,5,18,8,18,1,276,37.16186475,5.6346035,0.490994453,7.426528931,50.71399164,136
github.com/ibuchh/aws-apprunner-terraform,1,0,aws-apprunner-terraform/terraform/,2,4,0,3,1,84,30.20768756,4.053561926,0.067981243,5.861537457,40.19076818,928
github.com/pacoraml/awsburpreflector,1,0,awsburpreflector/terraform/,1,5,2,6,1,84,33.64000797,2.298206806,0.091764688,5.953311443,41.98329091,129
github.com/pete911/eks-cluster,1,2,eks-cluster/tf/,1,9,0,7,1,84,37.64793658,2.978467464,0.179349422,6.996771812,47.80252528,833
github.com/tintulip/cla-organisation,1,0,cla-organisation/github/,1,0,0,0,1,84,15.11381149,1.80684948,0.035800695,6.043727398,23.00018907,52
github.com/cloud-architecture-demo/demo-sf1,1,0,demo-sf1/eks/,5,4,0,3,1,84,37.85922384,2.748995543,0.065440178,5.89790225,46.57156181,934
github.com/mehanic/homework1,0,0,homework1/test_code1/,6,6,0,5,1,48,31.31133819,4.465344191,0.088838816,5.514468431,41.37998962,1779
github.com/eddievaltix/terraform-valtix-modules,0,0,terraform-valtix-modules/valtix_aws_app_vpc/,4,4,0,2,1,24,37.14297488,2.585905075,0.062186956,5.686538219,45.47760513,338
github.com/darnele868410/COALFIREASSESMENT,0,0,COALFIREASSESMENT/Edwards_Darnel-CoalFire-Assesment/,5,3,1,1,1,28,33.14749554,3.648783684,0.110770702,8.512344599,45.41939453,535
github.com/nekochans/kimono-app-terraform,0,0,kimono-app-terraform/modules/aws/acm/,1,0,0,0,1,0,34.35236393,2.172436476,0.039764404,6.076607943,42.64117275,33
github.com/danwiltshire/violet,0,0,violet/archive/backend/,1,4,2,6,1,136,37.57935953,3.501517534,0.155705929,6.277795553,47.51437855,671
github.com/thiagoeh/aws-iac,0,0,aws-iac/home-sweet-ip/,1,0,0,0,1,0,37.66962249,2.271070242,0.04832387,6.863766193,46.85278279,101
github.com/guilhermeghm/terraform_scripts,0,0,terraform_scripts/ec_training/,1,1,4,0,1,0,38.20944881,1.992524624,0.066783428,6.980965614,47.24972248,135
github.com/nationalarchives/ds-tf-tgw,0,1,ds-tf-tgw/attachment/,1,0,0,0,1,0,31.44945213,2.886908531,0.074719429,8.199964523,42.61104461,76
github.com/dexterchan/Terraform_CrossRegionVPCPeering,0,0,Terraform_CrossRegionVPCPeering/CanaryProbeFunction_TF_Deploy/,1,1,0,0,1,12,33.38809529,2.330873728,0.063508987,6.693240404,42.4757184,178
github.com/Jimon-s/terraform-example-guardduty,0,2,terraform-example-guardduty/terraform/env/example/,1,0,4,1,1,12,30.11984735,2.524502277,0.077632189,8.74216032,41.46414214,30
github.com/anupdubbewar/terraform-aws,0,0,terraform-aws/script/file/,1,0,0,0,1,0,5.376250029,2.681978464,0.058017969,7.629364491,15.74561095,57
github.com/madhuawsdemo/modules,0,2,modules/aws/alb-ingress-controller/,1,1,0,0,1,12,38.82460986,3.469843388,0.066502094,8.615428925,50.97638427,573
github.com/asannou/terraform-aws-cloudformation-stackset,0,0,terraform-aws-cloudformation-stackset/administration-role/,1,1,0,0,1,12,37.71097171,2.250934601,0.053476334,6.863931894,46.87931454,76
github.com/Otherotter/practice-terraform,0,2,practice-terraform/aws/aws-getting-started/,1,1,0,0,1,0,22.09216809,2.189322233,0.049273729,6.097890139,30.42865419,81
github.com/Jimon-s/terraform-example-macie,0,1,terraform-example-macie/terraform/env/example/,1,0,1,0,1,4,34.20383081,2.353652239,0.052914858,7.563397884,44.17379579,35
github.com/kshina76/centos-backup,0,0,centos-backup/aws/old/aws-terraform/,3,2,0,1,1,12,34.3937618,2.474852239,0.069522858,8.591348886,45.52948578,3063
github.com/1smii/iac_terraform_aws,0,0,iac_terraform_aws/tf_proyect/,5,6,1,3,1,64,33.07770578,4.368573427,0.145564079,8.323622227,45.91546551,595
github.com/beuleal/flask-app,0,0,flask-app/terraform/app/,1,4,0,1,1,56,31.50072765,3.09265852,0.105201483,8.37323904,43.0718267,237
github.com/bramhi123/tf_sagemaker-circleci,0,0,tf_sagemaker-circleci/tf-SageMaker-ML_MODEL_EndPointConfig_Endpoints/,1,1,0,0,1,12,31.87341032,3.201240778,0.056027651,8.832661629,43.96334038,101
github.com/kronostechnologies/aws-mocks,0,0,aws-mocks/src/test/resources/infra/terraform/,4,9,2,3,1,64,9.933683634,4.712893486,0.160563469,5.458993912,20.2661345,731
github.com/valtix-security/Enable_DNS_VPC_Logs,0,0,Enable_DNS_VPC_Logs/enable_dns_logs/,1,1,0,0,1,0,29.637995,1.607304096,0.038115263,4.748421192,36.03183556,55
github.com/anjanisone/Vadana-First-Task,0,0,Vadana-First-Task/transit-gateway-cross-account-vpc-attachment/,3,0,0,0,1,0,35.0366025,1.812040091,0.03437686,5.206152201,42.08917165,160
github.com/benjdewantara/benjdewantara-iac,0,0,benjdewantara-iac/ami-amazon-linux-w-kubeadm-kubectl/,7,3,0,2,1,24,32.15698743,9.840105057,0.059201717,5.813407421,47.86970162,251
github.com/nautible/nautible-infra,0,2,nautible-infra/aws/app-examples/,1,0,0,0,1,0,35.91533828,2.152782917,0.037472486,6.016782284,44.12237597,161
github.com/snowplow-starter-aws/snowplow-realtime,0,0,snowplow-realtime/foundation/alb/,1,3,1,4,1,40,37.39782166,1.817549944,0.073417902,6.0687747,45.35756421,181
github.com/romedawg/aws_infra,0,0,aws_infra/modules/base/,4,5,0,0,1,60,31.63642335,1.97923708,0.090804338,6.0207901,39.72725487,87
github.com/jyepesr1/devops-challenge-prft,0,0,devops-challenge-prft/infra/modules/aws-client-vpn/,1,1,0,0,1,12,31.39136887,1.952507973,0.043109417,5.858206987,39.24519324,194
github.com/epieye/winslet,0,0,winslet/azure_wan_hub_test/,1,1,0,0,1,0,35.69672881,2.160863161,0.03913641,5.622744322,43.5194727,622
github.com/dscsfan/demo-MODOS-AWS,0,0,demo-MODOS-AWS/bastion_host/,1,1,0,0,1,0,31.63337231,1.730012178,0.038795471,5.767856121,39.17003608,90
github.com/Sunil4517/EKS,0,0,EKS/bcaacai-aws-iac-bcaa-4249082e8d91/bcaacai-aws-iac-bcaa-4249082e8d91/demo/tf-ec2-demo1/,1,1,0,0,1,0,30.6366241,1.801416159,0.03801918,5.232238531,37.70829797,44
github.com/DButter/elk-ecs-cluster,0,1,elk-ecs-cluster/modules/ELK/,1,4,2,2,1,64,33.09210062,2.320682049,0.099743605,5.563533783,41.07606006,620
github.com/rahil033/terraform_project,0,0,terraform_project/terraform_workspace/terraform_module/network/igw/,1,0,0,0,1,0,31.74087,1.987861156,0.033423185,5.469852448,39.23200679,41
github.com/sprathod369/iac-example,0,0,iac-example/terraform/aws/example_ALBDropHttpHeaders/,1,5,0,0,1,0,32.07171059,1.820750713,0.05225873,5.231638193,39.17635822,95
github.com/stootles/mylabs,0,0,mylabs/global/logging/,1,0,2,1,1,4,30.8451128,1.774046659,0.055365324,5.37686348,38.05138826,219
github.com/tomasdepi/terraform-course,0,1,terraform-course/lab1/,1,1,0,0,1,0,31.00721407,1.547048092,0.03732872,5.334575415,37.9261663,42
github.com/jakoberpf/a-cloud-guru-aws-architect-associate,0,0,a-cloud-guru-aws-architect-associate/13_serverless/,4,1,1,0,1,16,34.67953181,3.639853239,0.052931309,5.631048441,44.0033648,358
github.com/shaikis/terraform-aws-datasync,0,1,terraform-aws-datasync/datasync_terraform/,1,4,0,2,1,36,31.13892245,1.833001137,0.072995186,5.599184036,38.64410281,234
github.com/msaqibhashmi/weblate-iac,0,0,weblate-iac/deploy/modules/ec2-instance/,1,1,0,0,1,0,31.26030612,1.776545763,0.03801465,5.282288551,38.35715508,120
github.com/hyperglance/deploy,0,4,deploy/AWS/Terraform/EC2/,1,3,0,2,1,24,16.28153253,1.868348122,0.050188065,5.591728449,23.79179716,385
github.com/Htunn/IaC_Terraform,0,1,IaC_Terraform/aws_ligtsail/,1,0,0,0,1,0,11.51497531,1.687201262,0.036964417,5.39198494,18.63112593,58
github.com/a-sinkavets/devops-task-02,0,0,devops-task-02/tf-ecs-fargate/,1,2,0,0,1,24,14.75560832,1.736454248,0.053565741,5.5401299,22.08575821,215
github.com/sal12oni/aws_azure_migration,0,0,aws_azure_migration/aws/environments/prod/,5,12,8,9,1,204,33.97994232,2.62754941,0.277893066,5.849436998,42.7348218,441
github.com/adilogishetty/AWS-DevOps,0,3,AWS-DevOps/elb_route53_cloudwatch_lamda/,4,5,0,1,1,68,31.03905797,2.584425926,0.084555864,5.674478292,39.38251805,378
github.com/easyas314159/lobbyboy,0,0,lobbyboy/terraform/aws/,1,3,0,3,1,76,16.77472186,2.238822699,0.053599119,5.728696346,24.79584002,344
github.com/sdr077/AppMonitor,0,0,AppMonitor/LSEG_Terraform_Demo/,4,1,0,0,1,12,32.9717586,2.166447401,0.045424223,5.490337372,40.6739676,346
github.com/karrybit/ayatori,0,0,ayatori/example/service_A/develop/,1,3,0,0,1,0,30.19809508,1.941191912,0.04757905,5.463109493,37.64997554,48
github.com/ericdahl/tf-vpn-sandbox,0,1,tf-vpn-sandbox/openvpn/,4,4,0,2,1,24,31.93152452,2.655123234,0.069400549,5.93059659,40.58664489,229
github.com/arthurngatat/Tia-first-copy,0,0,Tia-first-copy/TERRAFORM/jenkins/jenkins-with-ami-data-source/,1,2,0,1,1,12,35.14131713,1.964982986,0.045427561,5.776161909,42.92788959,144
github.com/mallebris/rest-api-deployment-example,0,0,rest-api-deployment-example/aws/single_app/terraform/,1,3,0,2,1,76,17.29382157,2.5554142,0.074116707,5.7701509,25.69350338,340
github.com/ucopacme/terraform-modules,0,2,terraform-modules/alb/,1,2,0,1,1,32,32.37347198,2.034245968,0.044114351,5.837746859,40.28957915,289
github.com/foresighttech/terraform-vpc-module,0,0,terraform-vpc-module/child_vpc/,4,0,0,0,1,0,32.33622527,2.186578989,0.036519289,5.449618816,40.00894237,178
github.com/javyak/nw_public_cloud,0,0,nw_public_cloud/S02/,1,2,0,1,1,12,30.7484889,1.621850491,0.049788713,5.391355038,37.81148314,77
github.com/aheadlabs/iac-toolset,0,1,iac-toolset/aws/aurora_database_cluster/,1,0,1,0,1,0,32.9033761,1.672163963,0.037769318,4.620944977,39.23425436,93
github.com/syousry6/Modules,0,0,Modules/aws/alb-ingress-controller/,1,1,0,0,1,12,34.68276811,2.146719456,0.038115263,4.799129248,41.66673207,573
github.com/hsinha2019/CICDPipeline,0,1,CICDPipeline/IAAC/tf/,1,9,1,7,1,92,32.55314112,2.31289506,0.137019157,5.180287838,40.18334317,850
github.com/ericdahl/tf-vpc-sandbox,0,0,tf-vpc-sandbox/alb-perf/,2,7,0,3,1,68,30.1198318,2.115006685,0.105347157,4.926073551,37.26625919,354
github.com/mudmuseum/terraform-modules,0,1,terraform-modules/alb/,1,2,0,1,1,32,31.81286645,1.836295128,0.044368029,4.915658474,38.60918808,289
github.com/thilinajayanath/thesis,0,0,thesis/terraform/modules/aws/instance/,1,2,0,1,1,12,31.51235366,1.812662363,0.053447485,4.732714653,38.11117816,136
github.com/vinovee/terraform-modules,0,0,terraform-modules/alb/,1,2,0,1,1,32,32.85791874,1.944955587,0.047052383,4.912109137,39.76203585,289
github.com/casc3798/terragrunt-modules,0,1,terragrunt-modules/aws_amplify/,1,1,0,0,1,0,30.69304442,1.62449789,0.040558338,4.706120968,37.06422162,72
github.com/ldynczuki/ml-platform-engineer,0,0,ml-platform-engineer/code/terraform/,1,6,3,5,1,152,16.23450971,2.098932505,0.152004957,5.246877909,23.73232508,587
github.com/prodapt-cloud/TerraformRepo,0,4,TerraformRepo/AWS/ApplicationIntegration/terraform-lambda/,1,3,1,3,1,68,37.82316065,7.366808653,0.064576149,5.253705263,50.50825071,4882
github.com/georgearce24/aquasecurity-trivy,0,0,aquasecurity-trivy/examples/misconf/mixed/configs/,1,5,0,0,1,60,33.35531873,2.521420717,0.092137575,5.9036057,41.87248272,81
github.com/semashkinvg/terraform-tests-aws,0,0,terraform-tests-aws/nat-gw/,4,0,0,0,1,0,9.857057571,2.040530682,0.039482117,4.880117655,16.81718802,143
github.com/danu165/terraform-bugs,0,0,terraform-bugs/glue_catalog_table_error/,1,1,1,1,1,8,14.13020849,1.943022251,0.047011614,6.045535088,22.16577744,142
github.com/suyog1pathak/eks,0,0,eks/bcaacai-aws-iac-bcaa-4249082e8d91/bcaacai-aws-iac-bcaa-4249082e8d91/demo/tf-ec2-demo1/,1,1,0,0,1,0,31.99756837,2.361177683,0.047445059,6.132642508,40.53883362,44
github.com/koffe0522/terraform-templates,0,1,terraform-templates/ecs-fargate/,1,0,0,0,1,0,34.42589569,1.835621834,0.036567211,5.93555069,42.23363543,41
github.com/balu970/Terraform-modules,0,1,Terraform-modules/alb/,1,2,0,1,1,32,32.63769197,2.174976587,0.062901974,5.84032011,40.71589065,289
github.com/ashkan3/demo-streaming-app,0,0,demo-streaming-app/infra/global/s3/,1,0,1,0,1,4,33.709584,2.052003145,0.042484045,6.378636837,42.18270802,48
github.com/schubergphilis/regional-network,0,4,regional-network/dns-resolvers/,1,6,0,2,1,64,34.81562567,1.939753056,0.0636096,6.297167063,43.11615539,186
github.com/gchek/egress-vpc,0,0,egress-vpc/p1/EC2s/,1,2,0,0,1,0,35.54504299,2.055927038,0.044139624,5.412363291,43.05747294,88
github.com/Sainadh086/Terraform-modules,0,0,Terraform-modules/alb/,1,2,0,1,1,32,31.60322738,1.98853898,0.047112465,5.886639357,39.52551818,289
github.com/Paridhi-Mohindra/terraform-aws-api-gw-cookiecutter-template,0,0,terraform-aws-api-gw-cookiecutter-template/{{cookiecutter.project_name}}/,1,1,0,0,1,12,15.69333768,1.968060732,0.040537834,5.53212738,23.23406363,237
github.com/vadhri/cloud-tech-notebook,0,0,cloud-tech-notebook/tform/ec2-ipv6/,2,2,0,1,1,12,13.3631115,2.354732752,0.052036285,5.52575779,21.29563832,186
github.com/reg-dataplatform/reg-aws-terraform-library,0,0,reg-aws-terraform-library/step_function/,1,1,0,0,1,0,31.10640097,1.63517046,0.041420937,5.338747025,38.12173939,68
github.com/fabiodsilva/terraform-efs-datasync-awsbackup,0,4,terraform-efs-datasync-awsbackup/datasync/,1,0,0,0,1,0,31.2036705,1.648587704,0.033722639,5.504212141,38.39019299,129
github.com/VictorAparecidoRibeiro/terraform-aws,0,0,terraform-aws/script/file/,1,0,0,0,1,0,3.51993084,1.871999502,0.038583517,6.818358898,12.24887276,57
github.com/MundiCollins/multi-account-kinesis-to-redshift,0,0,multi-account-kinesis-to-redshift/environments/,1,4,3,6,1,104,17.50406551,2.664447308,0.173319578,8.741575241,29.08340764,210
github.com/devopskd/terraform-aws-iam,0,0,terraform-aws-iam/examples/iam-account/,1,2,0,0,1,24,35.92406487,2.184064627,0.058513403,6.206733942,44.37337685,59
github.com/nisinghvmware/nitin,0,4,nitin/aws-mock/,1,1,0,0,1,0,34.0281601,1.934263229,0.048811913,5.978902102,41.99013734,50
github.com/jipara/aws-backup-cross-account,0,0,aws-backup-cross-account/destination-account/,1,0,0,0,1,0,12.94757509,2.006432772,0.042299986,5.871562719,20.86787057,79
github.com/andremulin/aws_route53_strategies_article,0,0,aws_route53_strategies_article/hibrid/,1,2,0,0,1,0,34.34201598,1.922705173,0.046531439,5.83791399,42.14916658,92
github.com/EmmanuelFelipe/terraform-modules,0,1,terraform-modules/alb/,1,2,0,1,1,32,34.16265488,2.273623228,0.056087255,6.316334248,42.80869961,289
github.com/TanAlex/terraform-vpc-alb-ecs-acm-waf,0,0,terraform-vpc-alb-ecs-acm-waf/modules/terraform-requirements/,1,0,2,0,1,4,35.07234097,2.312905073,0.051084042,5.958334208,43.39466429,170
github.com/pkuma343/aws-resource-tagging-poc-work,0,1,aws-resource-tagging-poc-work/extractResources/terraformExtractRes/,1,2,0,1,1,44,34.21472621,2.033704281,0.063027143,6.453980207,42.76543784,173
github.com/abondar24/ServerlessAI,0,1,ServerlessAI/FeedbackFilter/CloudResources/,1,7,3,10,1,212,13.3858459,2.773028135,0.172441244,6.569328547,22.90064383,769
github.com/zeadailson/eks-with-terraform,0,0,eks-with-terraform/,1,0,0,0,1,0,39.49248999,2.791216373,0.046441078,6.662686825,48.99283426,988
github.com/deepakkapse/EKS-task,0,0,EKS-task/,1,0,0,0,1,0,38.28617537,2.921424389,0.03857851,6.168129444,47.41430772,214
github.com/gadgetry-io/terraform-aws-sso-permission-set,0,0,terraform-aws-sso-permission-set/,1,6,0,2,1,32,35.84434569,4.024483681,0.092455387,8.196208477,48.15749324,150
github.com/asannou/terraform-aws-guardduty-organization,0,2,terraform-aws-guardduty-organization/,1,7,2,13,1,228,31.69747443,4.085352182,0.191460848,7.135253191,43.10954065,867
github.com/kujalk/CI-CD-pipeline-AWS,0,2,CI-CD-pipeline-AWS/,1,0,0,0,1,0,37.19649105,3.081311941,0.041026115,6.001004219,46.31983333,610
github.com/fstuck37/terraform-aws-sec-vpc,0,0,terraform-aws-sec-vpc/,1,0,0,0,1,0,31.19907292,3.261784315,0.040908337,6.091721535,40.59348711,847
github.com/neticdk/tf-aws-rds-cluster-parameter-group,0,0,tf-aws-rds-cluster-parameter-group/,1,3,0,3,1,64,36.1338672,3.41302228,0.076715469,9.009370565,48.63297551,164
github.com/fedesan/terraform-aws-wafv2-cloudflare,0,0,terraform-aws-wafv2-cloudflare/,3,4,0,0,1,36,38.20349741,3.039169788,0.092175007,7.660374641,48.99521685,320
github.com/bayinfosys/aws-cognito,0,0,aws-cognito/,1,0,0,0,1,0,34.68587925,2.847887039,0.047826052,6.460787058,44.0423794,249
github.com/akshay0990/terraform-tasks,0,0,terraform-tasks/,1,5,2,1,1,12,14.96246552,3.428791761,0.125965357,7.150430679,25.66765332,71
github.com/chmoon93/cross-region-replication,0,0,cross-region-replication/,6,4,0,1,1,24,33.59263586,3.983319044,0.085345745,7.403645754,45.06494641,95
github.com/evk1986/aws,0,0,aws/,1,6,0,0,1,0,32.62080073,2.985742807,0.083617926,6.366265774,42.05642724,140709
github.com/ricardomessiaszup/terraform_aws_opsworks_stack,0,0,terraform_aws_opsworks_stack/,1,18,6,27,1,552,34.6672133,4.87308073,0.407130718,7.812820673,47.76024542,112
github.com/jonunger/roxberry,0,1,roxberry/,1,0,0,0,1,0,36.97836491,3.391672134,0.036164284,6.56399703,46.97019836,83
github.com/max-l-weaver/terraform_route53_dyn,0,1,terraform_route53_dyn/,1,2,0,0,1,12,39.56748665,3.105378151,0.065437317,6.631795406,49.37009752,109
github.com/chuleh/tf-aws-vpc-link-module,0,0,tf-aws-vpc-link-module/,1,0,0,0,1,0,36.59387837,2.995612383,0.04823041,6.425677776,46.06339893,50
github.com/annagtaraujo/Terraform-Transit-Gateway,0,1,Terraform-Transit-Gateway/,1,1,0,0,1,0,37.67667097,3.607460737,0.062985182,7.02529645,48.37241334,1332
github.com/cmdlabs/cmd-tf-aws-guardduty,0,1,cmd-tf-aws-guardduty/,1,0,0,0,1,0,31.55057847,3.652622938,0.055450678,7.775268078,43.03392016,362
github.com/longhanhee/ecs-microservices-mall-learning,0,0,ecs-microservices-mall-learning/,1,0,1,0,1,4,32.57707577,3.873329401,0.051108122,6.374630213,42.87614351,1885
github.com/JamesWoolfenden/terraform-aws-trafficmirror,0,1,terraform-aws-trafficmirror/,1,6,1,1,1,72,27.90737343,3.260342598,0.141192436,6.87755847,38.18646693,176
github.com/kirkryan/tf-kitc-terraform-complex-deploy-aws,0,0,tf-kitc-terraform-complex-deploy-aws/,1,1,0,0,1,0,35.97770815,2.783715725,0.042820454,6.175258636,44.97950297,89
github.com/raphaeljoie/terraform-aws-accounts,0,0,terraform-aws-accounts/,1,3,1,2,1,40,37.34825267,3.414201975,0.06629777,6.506592035,47.33534445,250
github.com/Shivamya30/Terraform_RDS_ec2_vpc,0,0,Terraform_RDS_ec2_vpc/,1,9,2,1,1,120,39.40379717,3.229824066,0.191717863,6.785376549,49.61071564,183
